"id","eudractNumber","randomised","double_blind","therapeutic_area","condition_is_diabetes","subjects_exposed_total","nonserious_ae_count","deaths_total","mortality_percent","condition_text"
"2015-004353-40-DE","2015-004353-40",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,127,5,1,0.78740157480315,"Type 1 Diabetes Mellitus"
"2015-004382-83-ES","2015-004382-83",1,0,"Diseases C - Skin and Connective Tissue Diseases C17",0,156,16,0,0,"Actinic keratosis"
"2015-004711-21-BE","2015-004711-21",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,421,10,1,0.237529691211401,"Type 2 Diabetes Mellitus and Hypercholesterolemia/Mixed Dyslipidemia"
"2015-004768-12-CZ","2015-004768-12",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,528,25,2,0.378787878787879,"Diabetes Mellitus, Type 2"
"2015-004990-34-ES","2015-004990-34",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,743,56,2,0.269179004037685,"Type 2 Diabetes Mellitus T2DM"
"2015-005041-31-HU","2015-005041-31",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,72,2,0,0,"Diabetes mellitus type 2"
"2015-005042-66-IT","2015-005042-66",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1000,1,0,0,"Diabetes Mellitus Type 2"
"2015-005209-36-ES","2015-005209-36",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,819,23,1,0.122100122100122,"Diabetes Mellitus, Type 2"
"2015-005210-30-DE","2015-005210-30",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,711,25,8,1.12517580872011,"Diabetes Mellitus, Type 2"
"2015-005326-19-DK","2015-005326-19",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,324,10,3,0.925925925925926,"Diabetes Mellitus, Type 2"
"2015-005356-99-ES","2015-005356-99",1,1,"Diseases C - Hormonal diseases C19",1,2688,7,0,0,"Type 1 Diabetes"
"2015-005357-12-ES","2015-005357-12",1,1,"Diseases C - Hormonal diseases C19",1,1770,39,0,0,"Type II Diabetes Mellitus"
"2015-005358-36-ES","2015-005358-36",1,1,"Diseases C - Hormonal diseases C19",1,903,44,0,0,"Diabetes Mellitus, Type 1"
"2015-005385-38-BE","2015-005385-38",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",0,2150,128,8,0.372093023255814,"Non-Alcoholic Steatohepatitis NASH and fibrosis"
"2015-005406-11-DE","2015-005406-11",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,881,28,3,0.340522133938706,"Type 2 diabetes mellitus, inadequate glycaemic control"
"2015-005482-23-DE","2015-005482-23",1,1,"Diseases C - Virus Diseases C02",0,1200,56,0,0,"Prophylaxis of Influenza"
"2015-005532-18-DE","2015-005532-18",1,1,"Diseases C - Cardiovascular Diseases C14",0,NA,NA,NA,NA,"Critical Limb Ischemia CLI"
"2015-005593-38-BE","2015-005593-38",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,953,46,2,0.209863588667366,"Diabetes Mellitus, Type 2"
"2015-005619-33-DE","2015-005619-33",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",0,392,19,0,0,"Obesity"
"2015-005622-19-BG","2015-005622-19",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,703,15,0,0,"Diabetes Mellitus, Type 2"
"2016-000240-34-ES","2016-000240-34",1,1,"Diseases C - Cardiovascular Diseases C14",1,NA,NA,NA,NA,"Critical Limb Ischemia in patients with Diabetes Mellitus"
"2016-000361-22-DE","2016-000361-22",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,300,14,0,0,"Type 2 diabetes mellitus"
"2016-000669-21-DE","2016-000669-21",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,238,8,0,0,"Diabetes Mellitus Type 2, Type 2 diabetes mellitus"
"2016-000878-38-ES","2016-000878-38",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1088,65,3,0.275735294117647,"Diabetes Mellitus, Type 2"
"2016-000904-27-AT","2016-000904-27",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,301,10,0,0,"Diabetes Mellitus, Type 2"
"2016-000988-16-FR","2016-000988-16",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,730,31,3,0.410958904109589,"Diabetes Mellitus, Type 2"
"2016-000989-35-SE","2016-000989-35",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,786,32,1,0.127226463104326,"Diabetes Mellitus, Type 2"
"2016-001356-22-HU","2016-001356-22",1,1,"Diseases C - Nervous System Diseases C10",0,296,4,0,0,"Spasticity due to multiple sclerosis"
"2016-001518-39-PL","2016-001518-39",1,1,"Diseases C - Blood and lymphatic diseases C15",0,470,20,7,1.48936170212766,"Severe hypertriglyceridemia fasting TG levels 500 mg/dL 5.65 mmol/L and 2000 mg/dL 22.60 mmol/L and mild or moderate renal impairment."
"2016-001644-19-IE","2016-001644-19",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,525,3,3,0.571428571428571,"Gestational Diabetes Mellitus"
"2016-001800-49-HU","2016-001800-49",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,518,33,4,0.772200772200772,"Type 2 diabetes mellitus"
"2016-001801-17-SK","2016-001801-17",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,952,40,5,0.525210084033613,"Type 2 diabetes mellitus"
"2016-001803-22-ES","2016-001803-22",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,770,14,1,0.12987012987013,"Type 2 diabetes mellitus"
"2016-001804-43-HU","2016-001804-43",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,570,30,9,1.57894736842105,"Type 2 diabetes mellitus"
"2016-001857-42-DE","2016-001857-42",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,406,36,0,0,"Type 2 diabetes mellitus"
"2016-002013-21-ES","2016-002013-21",1,1,"Body processes G - Metabolic Phenomena G03",1,426,107,1,0.234741784037559,"Diabetes Mellitus Type 2"
"2016-002154-20-BE","2016-002154-20",1,1,"Diseases C - Cardiovascular Diseases C14",0,5636,172,464,8.23278921220724,"Left ventricular dysfunction following an acute myocardial infarction."
"2016-002225-10-IT","2016-002225-10",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,2,2,0,0,"type 2 diabetes"
"2016-002320-83-BE","2016-002320-83",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",0,15,208,0,0,"Early onset pro-opiomelanocortin deficiency obesity"
"2016-002580-34-ES","2016-002580-34",1,1,"Body processes G - Metabolic Phenomena G03",1,312,77,0,0,"Diabetes Mellitus Type 2 with renal imparement"
"2016-002639-14-DE","2016-002639-14",1,1,"Diseases C - Eye Diseases C11",1,671,27,16,2.38450074515648,"NonProliferative Diabetic Retinopathy"
"2016-002688-32-BE","2016-002688-32",1,1,"Diseases C - Virus Diseases C02",0,2178,84,1,0.0459136822773186,"Influenza"
"2016-002801-20-DE","2016-002801-20",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,1600,116,13,0.8125,"Diabetes Mellitus, Type 2"
"2016-002826-35-PL","2016-002826-35",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,507,33,4,0.788954635108481,"Type 2 diabetes mellitus"
"2016-003485-11-BE","2016-003485-11",1,1,"Diseases C - Cardiovascular Diseases C14",0,13965,1532,857,6.13677049767275,"Patients with, or at high risk for, cardiovascular disease CVD who are statin intolerant."
"2016-003611-35-DE","2016-003611-35",0,0,"Diseases C - Blood and lymphatic diseases C15",0,19,389,0,0,"This study will enroll subjects with transfusion dependent beta-thalassemia, who have a beta0/beta0 genotype, defined by a history of at least 100 mL/kg/year of packed red blood cells pRBCs or  8 transfusions of pRBCs per year in the 2 year preceding enrollment."
"2016-003818-26-ES","2016-003818-26",1,1,"Diseases C - Cardiovascular Diseases C14",1,NA,NA,NA,NA,"Reduction of cardiovascular events in patients with Type II Diabetes"
"2016-003980-21-ES","2016-003980-21",1,1,"Diseases C - Cardiovascular Diseases C14",1,NA,NA,NA,NA,"Critical Limb Ischemia in patients with Diabetes Mellitus"
"2016-004015-13-ES","2016-004015-13",1,0,"Diseases C - Cardiovascular Diseases C14",0,492,1,0,0,"High cardiovascular risk without previous cardiovascular event."
"2016-004084-39-DE","2016-004084-39",1,1,"Diseases C - Cardiovascular Diseases C14",0,268,2,0,0,"This study is to assess the efficacy of bempedoic acid 180 mg/day versus placebo in decreasing low-density lipoprotein cholesterol LDL-C when added to ezetimibe therapy in patients with high LDL-Cholesterol on Low Dose or Less than Low Dose Statins."
"2016-004591-22-AT","2016-004591-22",1,1,"Diseases C - Cardiovascular Diseases C14",0,476,15,3,0.630252100840336,"Myocardial infarction"
"2016-004691-22-DE","2016-004691-22",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,328,3,2,0.609756097560976,"Type 1 Diabetes"
"2016-004724-34-ES","2016-004724-34",1,1,"Diseases C - Blood and lymphatic diseases C15",0,NA,NA,NA,NA,"Newly diagnosed Acute Myeloid Leukemia patients"
"2016-004889-26-ES","2016-004889-26",1,1,"Diseases C - Hormonal diseases C19",1,787,50,10,1.27064803049555,"Type 2 diabetes mellitus Chronic kidney disease stage 3"
"2016-004906-32-ES","2016-004906-32",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,277,13,15,5.41516245487365,"Type 2 diabetes mellitus Chronic kidney disease stage 4"
"2016-004965-22-ES","2016-004965-22",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,576,21,0,0,"Diabetes Mellitus, Type 2"
"2016-005223-88-PL","2016-005223-88",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,171,2,0,0,"Type 2 Diabetes Mellitus"
"2017-000048-17-ES","2017-000048-17",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,222,7,0,0,"Diabetes Mellitus, Type 1"
"2017-000062-30-DE","2017-000062-30",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,111,49,0,0,"Type 1 Diabetes mellitus"
"2017-000091-28-DE","2017-000091-28",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,597,27,3,0.50251256281407,"Type 1 diabetes mellitus Type 2 diabetes mellitus"
"2017-000092-84-PL","2017-000092-84",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,400,NA,1,0.25,"Type 1 Diabetes Mellitus Type 2 Diabetes Mellitus"
"2017-000349-30-NL","2017-000349-30",0,0,"Analytical, Diagnostic and Therapeutic Techniques and Equipment E - Therapeutic techniques E02",1,16,57,0,0,"Type 2 diabetes mellitus"
"2017-000376-28-GB","2017-000376-28",1,1,"Diseases C - Cardiovascular Diseases C14",0,71,3,0,0,"Chronic heart failure with reduced HFrEF and preserved ejection fraction HFpEF diagnosed at least 3 months prior to informed consent."
"2017-000420-95-ES","2017-000420-95",1,1,"Body processes G - Metabolic Phenomena G03",1,384,40,1,0.260416666666667,"Diabetes Mellitus Type 2"
"2017-000474-11-ES","2017-000474-11",1,1,"Diseases C - Digestive System Diseases C06",0,1575,123,13,0.825396825396825,"Compensated Cirrhosis due to Nonalcoholic Steatohepatitis"
"2017-000486-72-DE","2017-000486-72",1,1,"Diseases C - Skin and Connective Tissue Diseases C17",0,200,2,0,0,"Actinic keratosis AK"
"2017-000487-15-ES","2017-000487-15",1,1,"Diseases C - Cardiovascular Diseases C14",0,14124,67,505,3.57547436986689,"ST segment Elevation Myocardial Infarction STEMI"
"2017-000996-98-BE","2017-000996-98",1,1,"Diseases C - Cardiovascular Diseases C14",0,18037,NA,703,3.89754393746188,"Acute Coronary Syndrome"
"2017-001090-16-NL","2017-001090-16",1,1,"Not possible to specify",0,105,1,0,0,"Chronic kidney disease"
"2017-001333-88-LT","2017-001333-88",0,0,"Diseases C - Cancer C04",0,144,90,0,0,"Prostate Carcinoma"
"2017-001450-34-ES","2017-001450-34",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,576,319,1,0.173611111111111,"Type 1 diabetes mellitus"
"2017-001596-23-PL","2017-001596-23",0,0,"Diseases C - Cardiovascular Diseases C14",0,461,10,0,0,"Newly diagnosed and uncontrolled patients with essential arterial hypertension."
"2017-001651-31-GB","2017-001651-31",1,1,"Body processes G - Reproductive physiologi cal processes G08",0,33,1,0,0,"Nausea and Vomiting in pregnancy Hyperemesis gravidarum"
"2017-001819-36-BE","2017-001819-36",1,1,"Diseases C - Virus Diseases C02",0,1607,102,0,0,"Hepatitis B vaccination in healthy adults"
"2017-001846-90-DE","2017-001846-90",1,1,"Diseases C - Cardiovascular Diseases C14",0,1615,181,29,1.79566563467492,"Hypercholesterolemia"
"2017-002156-84-BE","2017-002156-84",1,1,"Diseases C - Virus Diseases C02",0,326,NA,0,0,"Influenza A Infection"
"2017-002374-39-ES","2017-002374-39",1,1,"Diseases C - Hormonal diseases C19",1,97,11,0,0,"Diabetes Mellitus, Type 1"
"2017-002449-31-DE","2017-002449-31",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,168,69,0,0,"Type 1 diabetes mellitus"
"2017-002644-32-BE","2017-002644-32",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,10577,775,492,4.65160253379975,"Type 2 diabetes mellitus Chronic kidney disease"
"2017-002954-35-ES","2017-002954-35",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,4073,297,114,2.79891971519764,"Type 2 diabetes mellitus"
"2017-002956-10-PL","2017-002956-10",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,907,70,1,0.110253583241455,"Type 2 Diabetes Mellitus"
"2017-002971-24-DE","2017-002971-24",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",0,6609,490,667,10.0922983809956,"Chronic Kidney Disease"
"2017-003219-20-ES","2017-003219-20",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,1738,87,13,0.747986191024166,"Diabetes Mellitus, Type 2"
"2017-003370-13-ES","2017-003370-13",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,883,34,2,0.226500566251416,"Patients with Type 2 Diabetes who have failed to achieve glycemic control with basal insulin and oral antidiabetic agentsOADs"
"2017-003414-10-ES","2017-003414-10",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1207,44,2,0.165700082850041,"1. Obesity 2. Diabetes Mellitus, Type 2"
"2017-003490-33-ES","2017-003490-33",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1842,193,11,0.597176981541802,"Type 2 Diabetes"
"2017-003510-16-BE","2017-003510-16",1,1,"Diseases C - Cardiovascular Diseases C14",0,1216,98,141,11.5953947368421,"Cardiovascular diseases"
"2017-003960-11-BE","2017-003960-11",1,1,"Diseases C - Eye Diseases C11",1,720,32,44,6.11111111111111,"diabetic macular edema"
"2017-004341-24-PL","2017-004341-24",1,0,"Diseases C - Nervous System Diseases C10",0,201,16,3,1.49253731343284,"The purpose of the trial is to assess the efficacy of Pragiola pregabalin and Dulsevia duloxetin in patients with PDPN, investigate the effect of Pragiola and Dulsevia on pain and on quality of life QOL, depression symptoms, cognitive functions, sleep quality and daytime sleepiness and assess the safety of Pragiola and Dulsevia in patients with PDPN."
"2017-004358-40-LV","2017-004358-40",1,1,"Diseases C - Eye Diseases C11",1,354,24,6,1.69491525423729,"Diabetic macular edema"
"2017-004707-43-BE","2017-004707-43",1,1,"Diseases C - Cancer C04",0,297,34,2,0.673400673400673,"Chemotherapy induced peripheral neuropathy"
"2017-004742-23-ES","2017-004742-23",1,1,"Diseases C - Eye Diseases C11",1,1132,48,38,3.35689045936396,"diabetic macular edema"
"2017-004754-42-BE","2017-004754-42",1,1,"Diseases C - Cancer C04",0,285,33,34,11.9298245614035,"Chemotherapy induced peripheral neuropathy"
"2017-004915-38-PL","2017-004915-38",1,1,"Diseases C - Bacterial Infections and Mycoses C01",0,2893,946,6,0.207397165572071,"Pneumococcal disease"
"2017-005104-10-ES","2017-005104-10",1,1,"Diseases C - Eye Diseases C11",1,937,82,50,5.33617929562433,"Diabetic Macular Edema DME"
"2017-005105-12-ES","2017-005105-12",1,1,"Diseases C - Eye Diseases C11",1,950,143,31,3.26315789473684,"Diabetic Macular Edema DME"
"2018-000468-27-PL","2018-000468-27",1,1,"Diseases C - Virus Diseases C02",0,12458,11,58,0.465564296034677,"Flu vaccination"
"2018-000539-29-BE","2018-000539-29",1,1,"Diseases C - Cardiovascular Diseases C14",0,9535,NA,109,1.14315679077084,"The occurrence of life-threatening, major, and critical organ bleeding, and, major arterial and venous thrombosis in patients undergoing noncardiac surgery. And for patients in the blood pressure management factorial, the occurrence of vascular death and major vascular events."
"2018-000677-77-BE","2018-000677-77",1,0,"Body processes G - Metabolic Phenomena G03",0,NA,NA,NA,NA,"overweight and obese women with polycystic ovary syndrome PCOS at risk for metabolic syndrome"
"2018-000757-49-BE","2018-000757-49",1,1,"Analytical, Diagnostic and Therapeutic Techniques and Equipment E - Surgical Procedures, Operative E04",0,1023,189,62,6.06060606060606,"QPI-1002 is being developed for prevention of acute kidney injury AKI in patients at risk for AKI following cardiac surgery and for reduction in the incidence and severity of delayed graft function after kidney transplantation."
"2018-000892-33-DE","2018-000892-33",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,41,16,0,0,"Type 1 Diabetes mellitus"
"2018-000918-38-SK","2018-000918-38",1,0,"Diseases C - Hormonal diseases C19",0,173,1,0,0,"Growth Hormone Deficiency in Children"
"2018-002371-18-ES","2018-002371-18",1,1,"Diseases C - Hormonal diseases C19",1,1467,37,0,0,"Diabetes Mellitus, Type 1"
"2018-002431-18-BE","2018-002431-18",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",0,200,24,0,0,"Overweight Obesity"
"2018-002590-22-HU","2018-002590-22",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,520,14,0,0,"Diabetes Mellitus, Type 2"
"2018-002618-11-ES","2018-002618-11",1,0,"Diseases C - Hormonal diseases C19",1,1995,91,60,3.00751879699248,"Diabetes Mellitus, Type 2"
"2018-002878-50-BE","2018-002878-50",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,3533,664,506,14.3221058590433,"Diabetes Mellitus, Type 2 Chronic kidney disease"
"2018-003096-35-ES","2018-003096-35",1,1,"Body processes G - Physiological processes G07",0,214,47,2,0.934579439252336,"Endogenous Cushing syndrome"
"2018-003141-42-BE","2018-003141-42",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,9650,1533,1105,11.4507772020725,"Diabetes Mellitus, Type 2"
"2018-003422-84-ES","2018-003422-84",1,0,"Diseases C - Hormonal diseases C19",1,1437,51,5,0.34794711203897,"Diabetes Mellitus, Type 2"
"2018-003834-34-AT","2018-003834-34",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,174,120,0,0,"Type 1 Diabetes mellitus"
"2018-004058-11-ES","2018-004058-11",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",0,104,49,0,0,"Obesity and hyperphagia in patients with Bardet-Biedl Syndrome or AlstrC6m syndrome"
"2018-004529-96-PL","2018-004529-96",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,959,47,3,0.312825860271116,"Diabetes Mellitus, Type 2"
"2018-004680-31-DK","2018-004680-31",1,0,"Diseases C - Hormonal diseases C19",1,216,167,0,0,"Type 1 and type 2 diabetes during pregnancy and lactation"
"2018-004926-26-BE","2018-004926-26",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,328,232,0,0,"Type 1 Diabetes T1D"
"2019-000860-99-ES","2019-000860-99",1,1,"Diseases C - Hormonal diseases C19",1,475,15,0,0,"Diabetes Mellitus, Type 2"
"2019-001004-37-SK","2019-001004-37",1,1,"Diseases C - Eye Diseases C11",1,1034,44,24,2.321083172147,"Diabetic Macular Edema"
"2019-001031-31-DE","2019-001031-31",1,1,"Diseases C - Eye Diseases C11",1,NA,NA,NA,NA,"diabetic macular edema"
"2019-001037-13-ES","2019-001037-13",1,1,"Diseases C - Cardiovascular Diseases C14",0,6463,NA,340,5.26071483831038,"Acute Myocardial Infarction"
"2019-001087-30-ES","2019-001087-30",1,1,"Diseases C - Digestive System Diseases C06",0,1082,50,2,0.184842883548983,"Moderately to Severely Active Crohns Disease"
"2019-002284-10-NL","2019-002284-10",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,103,15,0,0,"Healthy volunteers  Diabetes Mellitus, Type 2 Overweight Obesity"
"2019-003399-38-BE","2019-003399-38",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,791,25,13,1.64348925410872,"Peripheral arterial disease Diabetes Mellitus, Type 2"
"2019-003643-30-DE","2019-003643-30",1,1,"Diseases C - Eye Diseases C11",1,923,128,44,4.7670639219935,"Diabetic Macular Edema"
"2019-004956-12-DE","2019-004956-12",1,1,"Body processes G - Physiological processes G07",0,137,17,1,0.72992700729927,"Hypercortisolism"
"2020-000284-23-DE","2020-000284-23",1,0,"Diseases C - Hormonal diseases C19",1,1425,140,18,1.26315789473684,"Type 2 diabetes mellitus"
"2020-000299-39-DE","2020-000299-39",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1602,62,9,0.561797752808989,"Diabetes Mellitus, Type 2"
"2020-000442-34-IT","2020-000442-34",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,984,52,9,0.914634146341463,"Diabetes Mellitus, Type 2"
"2020-000454-10-DE","2020-000454-10",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,525,26,4,0.761904761904762,"Diabetes Mellitus, Type 2"
"2020-000472-37-FR","2020-000472-37",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,587,38,3,0.511073253833049,"Diabetes Mellitus, Type 2"
"2020-000474-16-BE","2020-000474-16",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,582,47,3,0.515463917525773,"Diabetes Mellitus, Type 2"
"2020-000476-38-DE","2020-000476-38",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,1080,95,10,0.925925925925926,"Diabetes Mellitus, Type 2"
"2020-000664-31-SE","2020-000664-31",1,1,"Diseases C - Cardiovascular Diseases C14",0,3972,NA,70,1.76233635448137,"Acute Myocardial Infarction, Heart failure"
"2020-000753-28-BE","2020-000753-28",1,0,"Diseases C - Respiratory Tract Diseases C08",0,24972,3516,496,1.9862245715201,"Respiratory Syncytial Virus Infection"
"2020-000828-19-ES","2020-000828-19",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,106,4,3,2.83018867924528,"Diabetes Mellitus, Type 2 Chronic kidney disease"
"2020-000929-42-ES","2020-000929-42",1,1,"Diseases C - Hormonal diseases C19",0,259,24,0,0,"Adult Growth Hormone Deficiency AGHD"
"2020-001064-29-ES","2020-001064-29",1,1,"Diseases C - Eye Diseases C11",1,488,21,3,0.614754098360656,"Non-proliferative Diabetic Retinopathy NPDR"
"2020-001673-75-BE","2020-001673-75",1,1,"Diseases C - Virus Diseases C02",0,505,37,6,1.18811881188119,"Infection with SARS-CoV-2 virus, COVID-19 infection"
"2020-002374-27-DE","2020-002374-27",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,582,27,1,0.171821305841924,"Diabetes Mellitus, Type 1"
"2020-002542-16-DE","2020-002542-16",1,1,"Diseases C - Virus Diseases C02",0,581,15,40,6.88468158347676,"Subjects infected with SARS-CoV-2, admitted to hospital due to COVID-19"
"2020-003125-39-BE","2020-003125-39",1,0,"Diseases C - Cardiovascular Diseases C14",0,NA,NA,NA,NA,"Confirmed diagnosis of SARS-CoV-2  with symptomatic COVID-19 infection"
"2020-003170-44-BE","2020-003170-44",0,0,"Diseases C - Respiratory Tract Diseases C08",0,69,232,0,0,"Cystic Fibrosis"
"2020-003369-20-IT","2020-003369-20",1,1,"Diseases C - Virus Diseases C02",0,1627,24,0,0,"SARS CoV 2 infection in outpatients"
"2020-003510-12-DK","2020-003510-12",1,1,"Diseases C - Virus Diseases C02",0,562,51,1,0.177935943060498,"COVID-19"
"2020-004070-22-BE","2020-004070-22",0,0,"Diseases C - Virus Diseases C02",0,129,1,0,0,"Vaccination for prophylaxis of COVID-19 adults with co morbidities"
"2020-004170-22-ES","2020-004170-22",1,1,"Diseases C - Cardiovascular Diseases C14",1,616,57,16,2.5974025974026,"Heart failure with preserved ejection fraction Diabetes Mellitus, type 2"
"2020-005281-34-BE","2020-005281-34",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,1288,128,5,0.388198757763975,"Diabetes Mellitus, Type 2"
"2020-005308-21-SK","2020-005308-21",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,681,100,2,0.293685756240822,"Diabetes Mellitus, Type 2"
"2020-005309-18-DE","2020-005309-18",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,668,62,3,0.449101796407186,"Diabetes Mellitus, Type 2"
"2020-006082-11-DE","2020-006082-11",1,1,"Diseases C - Virus Diseases C02",0,NA,NA,NA,NA,"COVID-19"
"2021-000623-13-FR","2021-000623-13",1,0,"Diseases C - Virus Diseases C02",0,973,10,4,0.411099691675231,"Mild/moderate COVID-19"
"2021-000994-96-ES","2021-000994-96",1,1,"Diseases C - Respiratory Tract Diseases C08",0,367,35,2,0.544959128065395,"High risk pregnant women prevention of RSV-associated lower respiratory tract illnesses LRTIs in infants"
"2021-001194-24-BG","2021-001194-24",1,1,"Diseases C - Virus Diseases C02",0,199,214,48,24.1206030150754,"Severe Acute Respiratory Syndrome Coronavirus 2 SARS-CoV-2 in Patients at High Risk for Acute Respiratory Distress Syndrome ARDS"
"2021-001501-69-SK","2021-001501-69",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,388,33,1,0.257731958762887,"Diabetes mellitus, Type 2"
"2021-001685-38-BE","2021-001685-38",1,1,"Diseases C - Hormonal diseases C19",0,452,14,0,0,"Moderate to Severe Vasomotor Symptoms Hot Flashes Associated with Menopause"
"2021-001909-77-BE","2021-001909-77",1,1,"Diseases C - Virus Diseases C02",0,1118,1,1,0.0894454382826476,"Prevention of Lower Respiratory Tract Disease Caused by The respiratory syncytial virus RSV"
"2021-002225-18-SE","2021-002225-18",1,NA,"Diseases C - Virus Diseases C02",0,757,469,4,0.528401585204756,"Respiratory Syncytial Virus Infection"
"2021-002569-16-ES","2021-002569-16",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,986,46,9,0.912778904665314,"type 2 diabetes mellitus"
"2021-002895-38-ES","2021-002895-38",1,1,"Diseases C - Virus Diseases C02",0,2091,3,15,0.717360114777618,"Coronavirus Disease 2019 COVID-19"
"2021-003612-31-FR","2021-003612-31",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,196,7,0,0,"Type 2 Diabetes Mellitus T2DM"
"2021-004923-34-DE","2021-004923-34",1,1,"Diseases C - Virus Diseases C02",0,18348,164,75,0.408763897972531,"respiratory syncytial virus disease"
"2021-005065-40-NL","2021-005065-40",1,1,"Diseases C - Cardiovascular Diseases C14",0,2528,129,31,1.22626582278481,"dyslipidemia heterozygous familial hypercholesterolemia HeFH atherosclerotic cardiovascular disease ASCVD"
"2021-005878-25-ES","2021-005878-25",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,730,44,2,0.273972602739726,"Diabetes Mellitus, Type 2"
"2021-005891-21-GR","2021-005891-21",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",NA,928,88,3,0.323275862068966,NA
"2021-005892-38-PL","2021-005892-38",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,692,39,1,0.144508670520231,"Diabetes Mellitus, Type 1"
"2021-006504-32-PL","2021-006504-32",1,1,"Diseases C - Virus Diseases C02",0,2085,NA,2,0.0959232613908873,"SARS-CoV-2 infection"
"2022-000623-21-BE","2022-000623-21",1,0,"Diseases C - Virus Diseases C02",0,1045,159,6,0.574162679425837,"Respiratory syncytial virus infection"
